Surname_name,UI,Former,Frakcija,DeclYear,Interest_Type,Entity_name,Entity_RegNum,Legal_form,Municipality,Region,NACE_1,Specif,Position,Income_type,Income_value,Fin_v,Fin_v_number,Fin_v_value
"Kursīte-Pakule, Janīna",LSRD-52,MP,NA/TB-LNNK,2019,Income / P-A-R,LATVIJAS UNIVERSITĀTE,90000076669,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,,Alga," €18.487,97 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,NA/TB-LNNK,2019,Income / P-A-R,LATVIJAS BANKA,90000158236,State institution,Rīgas municipality,Rīga/Pierīga,K - Financial and insurance activities,,,U.c. ienākumi," €800,99 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,NA/TB-LNNK,2019,Income / P-A-R,Autortiesību un komunicēšanās konsultāciju aģentūra / Latvijas Autoru apvienība,40008043690,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,Activities of professional membership organisations,,Honorārs," €364,97 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,NA/TB-LNNK,2019,Income / P-A-R,Kurzemes plānošanas reģions,90002183562,State institution,Saldus municipality,Kurzeme,O - Public Administration and defense; compulsatory social security,,,Honorārs," €362,54 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,NA/TB-LNNK,2019,Income / P-A-R,Saldus novada pašvaldība,90009114646,State institution,Saldus municipality,Kurzeme,O - Public Administration and defense; compulsatory social security,,,Honorārs," €120,00 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,NA/TB-LNNK,2019,Income / P-A-R,Gulbenes novada pašvaldība,90009116327,State institution,Gulbenes municipality,Vidzeme,O - Public Administration and defense; compulsatory social security,,,Honorārs," €100,00 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,NA/TB-LNNK,2019,Income / P-A-R,"""Mazirbes draugu kopa""",40008221619,BDR,Dundagas municipality,Kurzeme,S - Civil Society; Professionist Associations; Other service activities,CSO - culture,,Honorārs," €100,00 ",,,
"Latkovskis, Ainars",LSRD-54,MP,Jaunā Vienotība,2019,Income / Private,"Sabiedrība ar ierobežotu atbildību ""NORDE""",40003242722,SIA,Rīgas municipality,Rīga/Pierīga,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,Ienākums no īpašuma pārdošanas," €10.500,00 ",,,
"Lejiņš, Atis",LSRD-55,MP,Jaunā Vienotība,2019,Position / Private,"""Brīvības un solidaritātes fonds""",40008120241,NOD,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",Valdes priekšsēdētāja vietnieks,,,,,
"Lejiņš, Atis",LSRD-55,MP,Jaunā Vienotība,2019,Position / Private,Latvijas Ārpolitikas Institūts,50008005351,BDR,Rīgas municipality,Rīga/Pierīga,"M - Professional, scientific and technical activities",,Goda direkors,,,,,
"Lejiņš, Atis",LSRD-55,MP,Jaunā Vienotība,2019,Income / Private,"Amazon.com, Inc.",,Foreign Entity,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,Honorārs," €180,54 ",,,
"Lībiņa-Egnere, Inese",LSRD-56,MP,Jaunā Vienotība,2019,Position / Private,LATVIJAS UNIVERSITĀTE,90000076669,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,Docente,,,,,
"Lībiņa-Egnere, Inese",LSRD-56,MP,Jaunā Vienotība,2019,Income / P-A-R,LATVIJAS UNIVERSITĀTE,90000076669,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,,Alga," €6.860,79 ",,,
"Liepiņa, Linda",LSRD-57,Private,Independent,2019,Position / Private,"""Lindas Liepiņas Biedrība""",40008128620,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,CSO - Economics,,,,,,
"Liepiņa, Linda",LSRD-57,Private,Independent,2019,Holding,"""Wok Rīga"" SIA",40103523792,SIA,Rīgas municipality,Rīga/Pierīga,I - Accommodatio and food service activities,,,,,Kapitāla daļas,," €284,00 "
"Ločmele-Luņova, Regīna",LSRD-58,Local politician,Saskaņa,2019,Position / Private,"SIA ""Biznesa, mākslas un tehnoloģiju augstskola ""RISEBA""""",40003090010,SIA,Rīgas municipality,Rīga/Pierīga,P - Education ,,Lektore,,,,,
"Ločmele-Luņova, Regīna",LSRD-58,Local politician,Saskaņa,2019,Income / P-A-R,"SIA ""Biznesa, mākslas un tehnoloģiju augstskola ""RISEBA""""",40003090010,SIA,Rīgas municipality,Rīga/Pierīga,P - Education ,,,U.c. ienākumi," €1.233,28 ",,,
"Ločmele-Luņova, Regīna",LSRD-58,Local politician,Saskaņa,2019,Income / P-A-R,"SIA ""Biznesa, mākslas un tehnoloģiju augstskola ""RISEBA""""",40003090010,SIA,Rīgas municipality,Rīga/Pierīga,P - Education ,,,Honorārs," €1.492,27 ",,,
"Mārtuža, Eva",LSRD-59,Local politician,JKP,2019,Income / Private,Latvijas Rakstnieku savienība,40008003096,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,Activities of professional membership organisations,,Honorārs," €212,50 ",,,
"Mārtuža, Eva",LSRD-59,Local politician,JKP,2019,Income / Private,Latvijas Radošo savienību padome,40008010223,BDR,Rīgas municipality,Rīga/Pierīga,"R - Arts, Entertainment, Sports and Recreation",,,U.c. ienākumi," €465,00 ",,,
"Mārtuža, Eva",LSRD-59,Local politician,JKP,2019,Income / Private,Autortiesību un komunicēšanās konsultāciju aģentūra / Latvijas Autoru apvienība,40008043690,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,Activities of professional membership organisations,,Honorārs," €502,36 ",,,
"Muižniece, Anita",LSRD-60,Private,JKP,2019,Position / Private,DAUGMALES PAMATSKOLA,90001747023,State institution,Ķekavas municipality,Rīga/Pierīga,P - Education ,,Skolotāja,,,,,
"Naudiņš, Romāns",LSRD-62,MP,NA/TB-LNNK,2019,Position / Private,"""Viesturskolas atbalsta fonds""",40008194787,NOD,Valmieras municipality,Vidzeme,S - Civil Society; Professionist Associations; Other service activities,CSO - Education,,,,,,
"Naudiņš, Romāns",LSRD-62,MP,NA/TB-LNNK,2019,Position / Private,"""VALMIERAS 4.KĀJNIEKU PULKA PIEMINEKĻA FONDS""",40008116142,NOD,Valmieras municipality,Vidzeme,S - Civil Society; Professionist Associations; Other service activities,CSO - Culture,,,,,,
"Naudiņš, Romāns",LSRD-62,MP,NA/TB-LNNK,2019,Position / Private,"""Vidzemes Hokejam!""",40008233586,BDR,Valmieras municipality,Vidzeme,S - Civil Society; Professionist Associations; Other service activities,CSO - Sport,,,,,,
"Naudiņš, Romāns",LSRD-62,MP,NA/TB-LNNK,2019,Position / Private,"BIEDRĪBA ""VALMIERAS UZŅĒMĒJU KLUBS""",40008074012,BDR,Valmieras municipality,Vidzeme,O - Public Administration and defense; compulsatory social security,,,,,,,
"Naudiņš, Romāns",LSRD-62,MP,NA/TB-LNNK,2019,Position / Private,Romāns Naudiņš,,,,,,,,,,,,
"Naudiņš, Romāns",LSRD-62,MP,NA/TB-LNNK,2019,Position / Private,"""ARAZ Latvija""",40008211377,BDR,Burtnieku municipality,Vidzeme,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",,,,,,
"Naudiņš, Romāns",LSRD-62,MP,NA/TB-LNNK,2019,Holding,"SIA ""Sociālais uzņēmums ""Malvīna""""",44103101529,SIA,Valmieras municipality,Vidzeme,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,Kapitāla daļas,," €2.800,00 "
"Nemiro, Ralfs",LSRD-63,Minister,KPV LV,2019,Position / Private,"""Sakop vidi!""",40008276123,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,CSO - Environment,Valdes priekšsēdētājs,,,,,
"Nikonovs, Vladimirs",LSRD-64,MP,Saskaņa,2019,Position / Private,RĒZEKNES VECTICĪBNIEKU KAPU DRAUDZE,90000335292,DRZ,Rēzeknes municipality,Latgale,S - Civil Society; Professionist Associations; Other service activities,CSO - Religion,,,,,,
"Nikonovs, Vladimirs",LSRD-64,MP,Saskaņa,2019,Position / Private,"Biedrība ""RĒZEKNES KRIEVU KULTŪRAS CENTRS""",40008149618,BDR,Rēzeknes municipality,Latgale,S - Civil Society; Professionist Associations; Other service activities,CSO - culture,,,,,,
"Nikonovs, Vladimirs",LSRD-64,MP,Saskaņa,2019,Position / Private,"Biedrība ""NACIONĀLO UN RELIĢISKO KULTŪRU PĒTNIECĪBAS CENTRS""",40008172949,BDR,Rēzeknes municipality,Latgale,S - Civil Society; Professionist Associations; Other service activities,CSO - culture,,,,,,
"Nikonovs, Vladimirs",LSRD-64,MP,Saskaņa,2019,Position / Private,"Sabiedrība ar ierobežotu atbildību ""PRINT & SERVISS""",41503049293,SIA,Daugavpils municipality ,Latgale,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,,,
"Nikonovs, Vladimirs",LSRD-64,MP,Saskaņa,2019,Holding,"Akciju sabiedrība ""Latvijas balzams""",40003031873,AS,Rīgas municipality,Rīga/Pierīga,C - Manufacturing,,,,,Akcijas,," €554,80 "
"Nikonovs, Vladimirs",LSRD-64,MP,Saskaņa,2019,Holding,"Rēzeknes pilsētas komerciālā tirdzniecības firma ""RETA"" sabiedrība ar ierobežotu atbildību",42403001209,SIA,Rēzeknes municipality,Latgale,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,Kapitāla daļas,," €711,44 "
"Nikonovs, Vladimirs",LSRD-64,MP,Saskaņa,2019,Holding,"SIA ""SAKNES PLUS""",42403018474,SIA,Rēzeknes municipality,Latgale,J - Information and Communication,,,,,Kapitāla daļas,," €142,29 "
"Nikonovs, Vladimirs",LSRD-64,MP,Saskaņa,2019,Holding,"Akciju sabiedrība ""GRINDEKS""",40003034935,AS,Rīgas municipality,Rīga/Pierīga,C - Manufacturing,,,,,Akcijas,," €1.109,70 "
"Nikonovs, Vladimirs",LSRD-64,MP,Saskaņa,2019,Holding,"Akciju sabiedrība ""Latvijas Krājbanka""",40003098527,AS,Rīgas municipality,Rīga/Pierīga,K - Financial and insurance activities,,,,,Kompensācijas sertifikāti,," €20,59 "
"Nikonovs, Vladimirs",LSRD-64,MP,Saskaņa,2019,Income / P-A-R,"Sabiedrība ar ierobežotu atbildību ""PRINT & SERVISS""",41503049293,SIA,Daugavpils municipality ,Latgale,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,Ienāk. no saimn. darbības un komercdarb," €5.216,15 ",,,
"Nikonovs, Vladimirs",LSRD-64,MP,Saskaņa,2019,Income / Private,"Akciju sabiedrība ""Latvijas balzams""",40003031873,AS,Rīgas municipality,Rīga/Pierīga,C - Manufacturing,,,Dividendes," €93,31 ",,,
"Nikonovs, Vladimirs",LSRD-64,MP,Saskaņa,2019,Income / P-A-R,RĒZEKNES VECTICĪBNIEKU KAPU DRAUDZE,90000335292,DRZ,Rēzeknes municipality,Latgale,S - Civil Society; Professionist Associations; Other service activities,CSO - Religion,,Alga," €2.552,00 ",,,
"Orlovs, Vitālijs",LSRD-65,MP,Saskaņa,2019,Position / Private,"""Kreicburgkrasts""",40008116212,BDR,Jēkabpils municipality,Zemgale,L - Real Estate Activities,,,,,,,
"Orlovs, Vitālijs",LSRD-65,MP,Saskaņa,2019,Position / Private,"Aizgādņu biedrība ""ASSOR""",40008018867,BDR,Rīgas municipality,,S - Civil Society; Professionist Associations; Other service activities,CSO - Education,,,,,,
"Orlovs, Vitālijs",LSRD-65,MP,Saskaņa,2019,Position / Private,Vitālijs Orlovs,,,,,,,,,,,,
"Papule, Evija",LSRD-67,Local politician,Saskaņa,2019,Income / Private,Valkas novada dome,90009114839,State institution,,,O - Public Administration and defense; compulsatory social security,,,Honorārs," €176,47 ",,,
"Pavļuts, Daniels",LSRD-68,Private,A/P!,2019,Position / Private,"""Talantu Attīstības Fonds""",40008107313,NOD,Rīgas municipality,Rīga/Pierīga,P - Education ,,Valdes loceklis,,,,,
"Pavļuts, Daniels",LSRD-68,Private,A/P!,2019,Position / Private,"""Latvija PAR!""",40008267347,BDR,Rīgas municipality,Rīga/Pierīga,,,Valdes loceklis,,,,,
"Pavļuts, Daniels",LSRD-68,Private,A/P!,2019,Position / Private,"Sabiedrība ar ierobežotu atbildību ""Zeno Consulting""",40003817877,SIA,Rīgas municipality,Rīga/Pierīga,"M - Professional, scientific and technical activities",,Valdes priekšsēdētājs,,,,,
"Pavļuts, Daniels",LSRD-68,Private,A/P!,2019,Position / Private,Daniels Pavļuts,,,,,,,Paziņotā (nereģistrējamā) saimnieciskā darbība,,,,,
"Pavļuts, Daniels",LSRD-68,Private,A/P!,2019,Holding,"Airdog, Inc.",T0900005873,Foreign Entity,,,J - Information and Communication,,,,,Kapitāla daļas,," €11.119,35 "
"Pavļuts, Daniels",LSRD-68,Private,A/P!,2019,Holding,"Sabiedrība ar ierobežotu atbildību ""Zeno Consulting""",40003817877,SIA,Rīgas municipality,Rīga/Pierīga,"M - Professional, scientific and technical activities",,,,,Kapitāla daļas,," € 2.844,00 "
"Pavļuts, Daniels",LSRD-68,Private,A/P!,2019,Income / Private,"SIA ""Biznesa, mākslas un tehnoloģiju augstskola ""RISEBA""""",40003090010,SIA,Rīgas municipality,Rīga/Pierīga,P - Education ,,,Honorārs," €3.009,52 ",,,
"Pavļuts, Daniels",LSRD-68,Private,A/P!,2019,Income / Private,"SIA ""STOCKHOLM SCHOOL OF ECONOMICS IN RIGA""", 40003162751,SIA,Rīgas municipality,Rīga/Pierīga,P - Education ,,,Honorārs," €2.416,92 ",,,
"Pavļuts, Daniels",LSRD-68,Private,A/P!,2019,Income / P-A-R,"""Kustība ""Par!""""",40008268164,PP,Rīgas municipality,Rīga/Pierīga,"M - Professional, scientific and technical activities",,,Alga," €2.243,04 ",,,
"Pimenovs, Igors",LSRD-70,MP,Saskaņa,2019,Position / Private,Tēlnieces Veras Muhinas biedrība,40008033423,BDR,Rīgas municipality,Rīga/Pierīga,"R - Arts, Entertainment, Sports and Recreation",,,,,,,
"Pimenovs, Igors",LSRD-70,MP,Saskaņa,2019,Position / Private,Latvijas Krievu mācībvalodas skolu atbalsta asociācija,40008015606,BDR,Rīgas municipality,Rīga/Pierīga,P - Education ,,,,,,,
"Plešs, Artūrs Toms",LSRD-71,Local politician,A/P!,2019,Position / Private,Eiropa,40008257067,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",Valdes loceklis,,,,,
"Plešs, Artūrs Toms",LSRD-71,Local politician,A/P!,2019,Position / Private,"""Rietumu izvēle""",40008269278,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",Valdes loceklis,,,,,
"Pucens, Ēriks",LSRD-72,Local politician,KPV LV,2019,Position / Private,"Biedrība ""Autodidakts""",40008123248,BDR,Kuldīgas municipality,Kurzeme,S - Civil Society; Professionist Associations; Other service activities,,Valdes loceklis,,,,,
"Pucens, Ēriks",LSRD-72,Local politician,KPV LV,2019,Holding,"Sabiedrība ar ierobežotu atbildību ""Kalna Rinkas""",41203047895,SIA,Kuldīgas municipality,Kurzeme,"A - Agriculture, forestry and fishing",,,,,Kapitāla daļas,," €74,00 "
"Puga, Ivars",LSRD-73,Private,KPV LV,2019,Position / Private,"VSIA ""Latvijas Televīzija""",40003080597,VSIA,Rīgas municipality,Rīga/Pierīga,J - Information and Communication,,Līgumsaistibas,,,,,
"Puga, Ivars",LSRD-73,Private,KPV LV,2019,Position / Private,"VSIA ""Latvijas Nacionālais teātris""",40003786149,VSIA,Rīgas municipality,Rīga/Pierīga,"R - Arts, Entertainment, Sports and Recreation",,Aktieris,,,,,
"Puga, Ivars",LSRD-73,Private,KPV LV,2019,Income / P-A-R,"VSIA ""Latvijas Televīzija""",40003080597,VSIA,Rīgas municipality,Rīga/Pierīga,J - Information and Communication,,,Honorārs," €7.365,60 ",,,
"Puga, Ivars",LSRD-73,Private,KPV LV,2019,Income / Private,"VSIA  ""Latvijas Koncerti""",40003374610,VSIA,Rīgas municipality,Rīga/Pierīga,"R - Arts, Entertainment, Sports and Recreation",,,Honorārs," €588,24 ",,,
"Puga, Ivars",LSRD-73,Private,KPV LV,2019,Income / Private,Latvijas Profesionālo aktieru apvienība,40008081885,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,Activities of professional membership organisations; CSO-culture,,Honorārs," €333,28 ",,,
"Puga, Ivars",LSRD-73,Private,KPV LV,2019,Income / P-A-R,"VSIA ""Latvijas Nacionālais teātris""",40003786149,VSIA,Rīgas municipality,Rīga/Pierīga,"R - Arts, Entertainment, Sports and Recreation",,,Honorārs," €1.475,55 ",,,
"Puga, Ivars",LSRD-73,Private,KPV LV,2019,Income / P-A-R,"VSIA ""Latvijas Nacionālais teātris""",40003786149,VSIA,Rīgas municipality,Rīga/Pierīga,"R - Arts, Entertainment, Sports and Recreation",,,U.c. ienākumi," €1.890,00 ",,,
"Puga, Ivars",LSRD-73,Private,KPV LV,2019,Income / Private,"Sabiedrība ar ierobežotu atbildību ""PIXELART""",40003888738,SIA,Rīgas municipality,Rīga/Pierīga,J - Information and Communication,,,Honorārs," €283,32 ",,,
"Reizniece-Ozola, Dana",LSRD-75,Minister,ZZS,2019,Position / Private,European Chess Union,T0900008201,Foreign Entity,,,"R - Arts, Entertainment, Sports and Recreation",,Viceprezidente,,,,,
"Reizniece-Ozola, Dana",LSRD-75,Minister,ZZS,2019,Income / P-A-R,"""LATVIJAS ŠAHA FEDERĀCIJA""",50008022351,BDR,Rīgas municipality,Rīga/Pierīga,"R - Arts, Entertainment, Sports and Recreation",,,U.c. ienākumi," €100,00 ",,,
"Reizniece-Ozola, Dana",LSRD-75,Minister,ZZS,2019,Income / Private,"SIA ""LR pro""",41503085190,SIA,Daugavpils municipality ,Latgale,"R - Arts, Entertainment, Sports and Recreation",,,Honorārs," €745,00 ",,,
"Ribakovs, Ivans",LSRD-76,MP,Saskaņa,2019,Position / Private,"Nodibinājums ""BF""",40008130678,NOD,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",Līdzdibinātājs,,,,,
"Ribakovs, Ivans",LSRD-76,MP,Saskaņa,2019,Position / Private,"""GREBENŠČIKOVA GARĪGĀ SKOLA""",99500004081,ROI,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,CSO - Religion,Aizgādības padres priekšsēdētāja vietnieks,,,,,
"Ribakovs, Ivans",LSRD-76,MP,Saskaņa,2019,Holding,"SIA ""SAKNES PLUS""",42403018474,SIA,Rēzeknes municipality,Latgale,J - Information and Communication,,,,,Kapitāla daļas,," €1.850,00 "
"Ribakovs, Ivans",LSRD-76,MP,Saskaņa,2019,Holding,"Sabiedrība ar ierobežotu atbildību ""COLOR""",42403006259,SIA,Rēzeknes municipality,Latgale,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,Kapitāla daļas,," €3.337,00 "
"Ribakovs, Ivans",LSRD-76,MP,Saskaņa,2019,Income / Private,"Sabiedrība ar ierobežotu atbildību ""COLOR""",42403006259,SIA,Rēzeknes municipality,Latgale,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,Dividendes," €11.840,79 ",,,
"Ribakovs, Ivans",LSRD-76,MP,Saskaņa,2019,Income / Private,"Sabiedrība ar ierobežotu atbildību ""Mebir S""",42403017267,SIA,Rēzeknes municipality,Latgale,C - Manufacturing,,,Ienākums no īpašuma pārdošanas," €3.000,00 ",,,
"Riekstiņš, Sandis",LSRD-78,Local politician,JKP,2019,Holding,"Sabiedrība ar ierobežotu atbildību ""LIMBAŽU MELIO""",44103005267,SIA,Rīgas municipality,Rīga/Pierīga,F - Construction,,,,,Kapitāla daļas,," €1.288,00 "
"Rukšāne-Ščipčinska, Dace",LSRD-80,Private,A/P!,2019,Income / Private,Autortiesību un komunicēšanās konsultāciju aģentūra / Latvijas Autoru apvienība,40008043690,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,Activities of professional membership organisations; CSO-culture,,Honorārs," €451,32 ",,,
"Rukšāne-Ščipčinska, Dace",LSRD-80,Private,A/P!,2019,Income / Private,"VSIA ""Latvijas Televīzija""",40003080597,VSIA,Rīgas municipality,Rīga/Pierīga,J - Information and Communication,,,Honorārs," €60,00 ",,,
"Rukšāne-Ščipčinska, Dace",LSRD-80,Private,A/P!,2019,Income / Private,"Sabiedrība ar ierobežotu atbildību ""Apgāds Zvaigzne ABC""",40003154167,SIA,Rīgas municipality,Rīga/Pierīga,J - Information and Communication,,,Honorārs," €62,51 ",,,
"Rukšāne-Ščipčinska, Dace",LSRD-80,Private,A/P!,2019,Income / Private,"Sabiedrība ar ierobežotu atbildību ""Izdevniecība Dienas Mediji""",40003804497,SIA,Rīgas municipality,Rīga/Pierīga,J - Information and Communication,,,Honorārs," €1.356,60 ",,,
"Rukšāne-Ščipčinska, Dace",LSRD-80,Private,A/P!,2019,Income / Private,"Sabiedrība ar ierobežotu atbildību ""Dienas Grāmata""",40103227857,SIA,Rīgas municipality,Rīga/Pierīga,J - Information and Communication,,,Honorārs," €2.567,34 ",,,
"Rukšāne-Ščipčinska, Dace",LSRD-80,Private,A/P!,2019,Income / Private,Valkas novada dome,90009114839,State institution,Valkas municipality,Vidzeme,O - Public Administration and defense; compulsatory social security,,,Honorārs," €150,00 ",,,
"Rukšāne-Ščipčinska, Dace",LSRD-80,Private,A/P!,2019,Income / Private,Shanghai Translation Publishing,,Foreign Entity,,,J - Information and Communication,,,Honorārs," €84,28 ",,,
"Rukšāne-Ščipčinska, Dace",LSRD-80,Private,A/P!,2019,Income / Private,Vestiaire Collective,,Foreign Entity,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,U.c. ienākumi," €1.165,50 ",,,
"Skride, Andris",LSRD-81,Private,A/P!,2019,Position / Private,"Valsts sabiedrība ar ierobežotu atbildību ""Paula Stradiņa klīniskā universitātes slimnīca""",40003457109,VSIA,Rīgas municipality,Rīga/Pierīga,Q - Human health and social work activities,,"Kardiologs, reto slimību kabineta atbildīgais ārsts",,,,,
"Skride, Andris",LSRD-81,Private,A/P!,2019,Position / Private,"SIA ""Rīgas 1. slimnīca""",40003439279,SIA,Rīgas municipality,Rīga/Pierīga,Q - Human health and social work activities,,"Kardiologs, invazīvais kardiologs",,,,,
"Skride, Andris",LSRD-81,Private,A/P!,2019,Position / Private,RĪGAS STRADIŅA UNIVERSITĀTE,90000013771,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,Docents,,,,,
"Skride, Andris",LSRD-81,Private,A/P!,2019,Position / Private,"""Latvijas Reto slimību speciālistu asociācija""",40008246646,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,Activities of professional membership organisations; Healtcare,Valdes priekšsēdētājs,,,,,
"Skride, Andris",LSRD-81,Private,A/P!,2019,Position / Private,"""Skrides fonds""",40008212705,NOD,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,CSO-Education,Valdes priekšsēdētājs,,,,,
"Skride, Andris",LSRD-81,Private,A/P!,2019,Income / P-A-R,"Valsts sabiedrība ar ierobežotu atbildību ""Paula Stradiņa klīniskā universitātes slimnīca""",40003457109,VSIA,Rīgas municipality,Rīga/Pierīga,Q - Human health and social work activities,,,Alga," €23.821,06 ",,,
"Skride, Andris",LSRD-81,Private,A/P!,2019,Income / P-A-R,RĪGAS STRADIŅA UNIVERSITĀTE,90000013771,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,,Alga," €13.246,43 ",,,
"Skride, Andris",LSRD-81,Private,A/P!,2019,Income / P-A-R,"SIA ""Rīgas 1. slimnīca""",40003439279,SIA,Rīgas municipality,Rīga/Pierīga,Q - Human health and social work activities,,,Alga," €2.633,05 ",,,
"Skride, Andris",LSRD-81,Private,A/P!,2019,Income / Private,Latvijas Tautas sporta asociācija,40008022133,BDR,Rīgas municipality,Rīga/Pierīga,"R - Arts, Entertainment, Sports and Recreation",,,Honorārs," €494,12 ",,,
"Skride, Andris",LSRD-81,Private,A/P!,2019,Income / Private,"SIA ""Rīgas Austrumu klīniskā universitātes slimnīca""",40003951628,SIA,Rīgas municipality,Rīga/Pierīga,Q - Human health and social work activities,,,U.c. ienākumi," €116,76 ",,,
"Skride, Andris",LSRD-81,Private,A/P!,2019,Income / Private,Latvian Physicians and Dentists Association,,Foreign Entity,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,Activities of professional membership organisations; CSO-culture,,U.c. ienākumi," €1.744,68 ",,,
"Sprūde, Karina",LSRD-82,Local politician,Independent,2019,Holding,"SIA ""DIKAZ""",40103757697,SIA,Stopiņu municipality,Vidzeme,S - Civil Society; Professionist Associations; Other service activities,Hairdressing and other beauty treatment,,,,Kapitāla daļas,," €2.846,00 "
"Staķis, Mārtiņš",LSRD-83,Private,A/P!,2019,Position / Private,"Sabiedrība ar ierobežotu atbildību ""Innocent""",40103448812,SIA,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,Other personal service activities,Valdes loceklis,,,,,
"Staķis, Mārtiņš",LSRD-83,Private,A/P!,2019,Position / Private,SCAE Latvia,40008243550,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,CSO - Food,Valdes loceklis,,,,,
"Staķis, Mārtiņš",LSRD-83,Private,A/P!,2019,Holding,"Sabiedrība ar ierobežotu atbildību ""AMIKUS KONSULTĀCIJAS""",40003631489,SIA,Rīgas municipality,Rīga/Pierīga,P - Education ,,,,,Kapitāla daļas,," €2.845,74 "
"Staķis, Mārtiņš",LSRD-83,Private,A/P!,2019,Holding,"Sabiedrība ar ierobežotu atbildību ""Innocent""",40103448812,SIA,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,Other personal service activities,,,,Kapitāla daļas,," €2.800,00 "
"Staķis, Mārtiņš",LSRD-83,Private,A/P!,2019,Holding,Infinity Coffee AS,40003881087,AS,Rīgas municipality,Rīga/Pierīga,K - Financial and insurance activities,,,,,Akcijas,," €1.766.910,00 "
"Staķis, Mārtiņš",LSRD-83,Private,A/P!,2019,Income / Private,TUKUMA NOVADA DOME,90000050975,State institution,Tukuma municipality,Zemgale,O - Public Administration and defense; compulsatory social security,,,U.c. ienākumi," €866,06 ",,,
"Staķis, Mārtiņš",LSRD-83,Private,A/P!,2019,Income / Private,"SIA ""TUKUMA METĀLS LTD""",40103419724,SIA,Tukuma municipality,Zemgale,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,U.c. ienākumi," €29,00 ",,,
"Stepaņenko, Jūlija",LSRD-84,MP,Independent,2019,Holding,"Sabiedrība ar ierobežotu atbildību ""WAVE MEDIA""",40003949089,SIA,Rīgas municipality,Rīga/Pierīga,L - Real Estate Activities,,,,,Kapitāla daļas,," €2.789,00 "
"Stepaņenko, Jūlija",LSRD-84,MP,Independent,2019,Income / P-A-R,"Sabiedrība ar ierobežotu atbildību ""WAVE MEDIA""",40003949089,SIA,Rīgas municipality,Rīga/Pierīga,L - Real Estate Activities,,,Ienāk. no saimn. darbības un komercdarb," €300,00 ",,,
"Stepaņenko, Jūlija",LSRD-84,MP,Independent,2019,Income / P-A-R,"Sabiedrība ar ierobežotu atbildību ""WAVE MEDIA""",40003949089,SIA,Rīgas municipality,Rīga/Pierīga,L - Real Estate Activities,,,U.c. ienākumi," €29.000,00 ",,,
