Surname_name,Mandate_status,Frakcija,DeclYear,filed_as,Committees,Interest_Type,Entity_Type,Entity_name,Entity_RegNum,Position,Income_type,Income_value,Fin_v,Fin_v_value,Entity_Country,Entity_Municipality,Entity_Region,NACE_1,Specif
"Šnore, Edvīns",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,"Eiropas lietu komisija (no 20.11.2018); Aizsardzības, iekšlietu un korupcijas novēršanas komisija (Sekretārs no 21.11.2018)",Income | Private Sector,Zemnieka Saimniecība,Mārtiņi,48501017954,,Ienāk. no saimn. darbības un komercdarb, € 264.00 ,,,Latvia,Saldus municipality,Kurzeme,"Lauksaimniecība, mežsaimniecība un zivsaimniecība",
"Šnore, Edvīns",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,"Eiropas lietu komisija (no 20.11.2018); Aizsardzības, iekšlietu un korupcijas novēršanas komisija (Sekretārs no 21.11.2018)",Income | Private Sector,Zemnieka Saimniecība,PĪLĀDŽI,48501011059,,Ienāk. no saimn. darbības un komercdarb, € 277.78 ,,,Latvia,Saldus municipality,Kurzeme,"Lauksaimniecība, mežsaimniecība un zivsaimniecība",
"Šnore, Edvīns",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Eiropas lietu komisija; Aizsardzības, iekšlietu un korupcijas novēršanas komisija (Sekretārs)",Holding | Commercial Companies,Ārvalsts juridiska persona,TRIANGLE PETROLEUM CORP,T0900008411,,,,Akcijas, € 14.69 ,USA,,,Ieguves rūpniecība un karjeru izstrāde,
"Šnore, Edvīns",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Eiropas lietu komisija; Aizsardzības, iekšlietu un korupcijas novēršanas komisija (Sekretārs)",Holding | Commercial Companies,Ārvalsts juridiska persona,HEAT BIOLOGICS INC,T0900007614,,,,Akcijas, € 253.69 ,USA,,,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Šnore, Edvīns",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Eiropas lietu komisija; Aizsardzības, iekšlietu un korupcijas novēršanas komisija (Sekretārs)",Holding | Commercial Companies,Ārvalsts juridiska persona,NOVAVAX INC,T0900007611,,,,Akcijas, € 354.28 ,USA,,,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Šnore, Edvīns",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Eiropas lietu komisija; Aizsardzības, iekšlietu un korupcijas novēršanas komisija (Sekretārs)",Holding | Commercial Companies,Ārvalsts juridiska persona,SYNERGY PHARMACEUTICALS INC,T0900007609,,,,Akcijas, € 11.39 ,USA,,,Apstrādes rūpniecība,
"Šnore, Edvīns",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Eiropas lietu komisija; Aizsardzības, iekšlietu un korupcijas novēršanas komisija (Sekretārs)",Holding | Commercial Companies,Ārvalsts juridiska persona,WABTEC CORPORATION,,,,,Akcijas, € 138.51 ,USA,,,Vairumtidzniecība un mazumtirdzniecība,
"Šnore, Edvīns",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Eiropas lietu komisija; Aizsardzības, iekšlietu un korupcijas novēršanas komisija (Sekretārs)",Holding | Commercial Companies,Ārvalsts juridiska persona,GENERAL ELECTRIC CO,T0900008070,,,,Akcijas," € 3,793.65 ",USA,,,"Elektroenerģija, gāzes apgāde, siltumapgāde un gaisa kondicionēšana",
"Šnore, Edvīns",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Eiropas lietu komisija; Aizsardzības, iekšlietu un korupcijas novēršanas komisija (Sekretārs)",Holding | Commercial Companies,Ārvalsts juridiska persona,ARADIGM CORP,T0900008410,,,,Akcijas, € 110.38 ,USA,,,Apstrādes rūpniecība,
"Šnore, Edvīns",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Eiropas lietu komisija; Aizsardzības, iekšlietu un korupcijas novēršanas komisija (Sekretārs)",Income | Private Sector,Zemnieka Saimniecība,PĪLĀDŽI,48501011059,,Ienāk. no saimn. darbības un komercdarb, € 666.67 ,,,Latvia,Saldus municipality,Kurzeme,"Lauksaimniecība, mežsaimniecība un zivsaimniecība",
"Šnore, Edvīns",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Eiropas lietu komisija; Aizsardzības, iekšlietu un korupcijas novēršanas komisija (Sekretārs)",Income | Private Sector,Biedrība,Autortiesību un komunicēšanās konsultāciju aģentūra / Latvijas Autoru apvienība,40008043690,,Honorārs, € 11.53 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",Activities of professional membership organisations; CSO-culture
"Šnore, Edvīns",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,"Eiropas lietu komisija (no 20.11.2018); Aizsardzības, iekšlietu un korupcijas novēršanas komisija (Sekretārs no 21.11.2018)",Position | Self-employment,,Edvīns Šnore,,Pašnodarbināta persona,,,,,,,,Pašnodarbinātība,
"Šnore, Edvīns",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Eiropas lietu komisija; Aizsardzības, iekšlietu un korupcijas novēršanas komisija (Sekretārs)",Position | Self-employment,,Edvīns Šnore,,Pašnodarbināta persona,,,,,,,,Pašnodarbinātība,
"Sprūde, Karina",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2018,Deputāte - Latvijas Republikas Saeima,Valsts pārvaldes un pašvaldības komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018),Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,DIKAZ,40103757697,Valdes loceklis,,,,,Latvia,Saldus municipality,Kurzeme,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",
"Sprūde, Karina",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2018,Deputāte - Latvijas Republikas Saeima,Valsts pārvaldes un pašvaldības komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018),Position | Private Sector,Biedrība,Solidaritate.Lv,40008160278,Likvidators,,,,,Latvia,Stopiņu municipality,Vidzeme,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",CSO - Social work
"Sprūde, Karina",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2018,Deputāte - Latvijas Republikas Saeima,Valsts pārvaldes un pašvaldības komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018),Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,DIKAZ,40103757697,,,,Kapitāla daļas," € 2,846.00 ",Latvia,Stopiņu municipality,Vidzeme,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",
"Sprūde, Karina",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2019,Deputāte - Latvijas Republikas Saeima,Valsts pārvaldes un pašvaldības komisija; Ilgtspējīgas attīstības komisija (līdz 07.11.2019); Publisko izdevumu un revīzijas komisija (no 07.11.2019),Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,DIKAZ,40103757697,,,,Kapitāla daļas," € 2,846.00 ",Latvia,Stopiņu municipality,Vidzeme,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",Hairdressing and other beauty treatment
"Šteins, Mārtiņš","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas Attīstībai/Par! Vidzemes vēlēšanu apgabala kandidātu saraksta",Attīstībai/Par!,2018,BDR Cēsu rajona lauku partnerība lēmējinstitūcijas loceklis,,Income | Self-employment,,Mārtiņš Šteins,,,Ienāk. no saimn. darbības un komercdarb," € 2,505.00 ",,,,,,Pašnodarbinātība,
"Šteins, Mārtiņš","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas Attīstībai/Par! kandidātu saraksta",Attīstībai/Par!,2018,BDR Cēsu rajona lauku partnerība lēmējinstitūcijas loceklis,,Position | Private Sector,Biedrība,Latvijas Jaunatnes padome,40008012686,Eksperts,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",Activities of business and employers membership organisations; CSO-social work
"Šteins, Mārtiņš","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas Attīstībai/Par! Vidzemes vēlēšanu apgabala kandidātu saraksta",Attīstībai/Par!,2018,BDR Cēsu rajona lauku partnerība lēmējinstitūcijas loceklis,,Position | Private Sector,Biedrība,"Jauniešu organizācija ""Nītaureņi""",40008170539,Projektu vadītājs,,,,,Latvia,Amatas municipality,Vidzeme,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",CSO - Social
"Šteins, Mārtiņš","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas Attīstībai/Par! Vidzemes vēlēšanu apgabala kandidātu saraksta",Attīstībai/Par!,2018,BDR Cēsu rajona lauku partnerība lēmējinstitūcijas loceklis,,Income | Private Sector,Biedrība,Latvijas Jaunatnes padome,40008012686,,Alga," € 5,744.00 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",Activities of business and employers membership organisations; CSO-social work
"Šteins, Mārtiņš","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas Attīstībai/Par! Vidzemes vēlēšanu apgabala kandidātu saraksta",Attīstībai/Par!,2018,BDR Cēsu rajona lauku partnerība lēmējinstitūcijas loceklis,,Income | Private Sector,Biedrība,"Jauniešu organizācija ""Nītaureņi""",40008170539,,Alga," € 2,000.00 ",,,Latvia,Amatas municipality,Vidzeme,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",CSO - Social
"Šteins, Mārtiņš","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas Attīstībai/Par! Vidzemes vēlēšanu apgabala kandidātu saraksta",Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,"Budžeta un finanšu (nodokļu) komisija (no 31.01.2019); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 31.01.2019)",Position | Private Sector,Biedrība,Latvijas Jaunatnes padome,40008012686,"Viceprezident, Valdes loceklis",,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",Activities of business and employers membership organisations; CSO-social work
"Šteins, Mārtiņš","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas Attīstībai/Par! Vidzemes vēlēšanu apgabala kandidātu saraksta",Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,"Budžeta un finanšu (nodokļu) komisija (no 31.01.2019); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 31.01.2019)",Position | Private Sector,Biedrība,Cēsu rajona lauku partnerība,40008104938,Padomes loceklis,,,,,Latvia,Cēsis municipality,Vidzeme,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",Activities of professional membership organisations; CSO-culture
"Šteins, Mārtiņš","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas Attīstībai/Par! Vidzemes vēlēšanu apgabala kandidātu saraksta",Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,"Budžeta un finanšu (nodokļu) komisija (no 31.01.2019); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 31.01.2019)",Position | Private Sector,Biedrība,"Jauniešu organizācija ""Nītaureņi""",40008170539,"Valdes priekšsēdētājs, projektu vadītājs",,,,,Latvia,Amatas municipality,Vidzeme,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",CSO - Social
"Šteins, Mārtiņš","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas Attīstībai/Par! Vidzemes vēlēšanu apgabala kandidātu saraksta",Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,"Budžeta un finanšu (nodokļu) komisija (no 31.01.2019); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 31.01.2019)",Holding | Commercial Companies,Kooperatīvā sabiedrība,NĪTAURES KOOPERATĪVĀ KRĀJAIZDEVU SABIEDRĪBA,44103027762,,,,Kapitāla daļas, € 14.23 ,Latvia,Amatas municipality,Vidzeme,Finanšu un apdrošināšanas darbības,
"Šteins, Mārtiņš","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas Attīstībai/Par! Vidzemes vēlēšanu apgabala kandidātu saraksta",Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,"Budžeta un finanšu (nodokļu) komisija (no 31.01.2019); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 31.01.2019)",Income | Private Sector,Biedrība,"Jauniešu organizācija ""Nītaureņi""",40008170539,,Alga," € 3,400.00 ",,,Latvia,Amatas municipality,Vidzeme,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",CSO - Social
"Šteins, Mārtiņš","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas Attīstībai/Par! Vidzemes vēlēšanu apgabala kandidātu saraksta",Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,"Budžeta un finanšu (nodokļu) komisija (no 31.01.2019); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 31.01.2019)",Position | Self-employment,,Mārtiņš Šteins,,Eksperts,,,,,,,,Pašnodarbinātība,
"Stepaņenko, Jūlija",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2018,Deputāte - Latvijas Republikas Saeima,Juridiskā komisija (no 20.11.2018); Eiropas lietu komisija (no 20.11.2018),Income | Self-employment,,Jūlija Stepaņenko,,,Ienāk. no saimn. darbības un komercdarb," € 2,868.15 ",,,,,,Pašnodarbinātība,
"Stepaņenko, Jūlija",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2018,Deputāte - Latvijas Republikas Saeima,Juridiskā komisija (no 20.11.2018); Eiropas lietu komisija (no 20.11.2018),Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,WAVE MEDIA,40003949089,,,,Kapitāla daļas, € 853.73 ,Latvia,Rīgas municipality,Rīga/Pierīga,Operācijas ar nekustamo īpašumu,
"Stepaņenko, Jūlija",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2018,Deputāte - Latvijas Republikas Saeima,Juridiskā komisija (no 20.11.2018); Eiropas lietu komisija (no 20.11.2018),Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,WAVE MEDIA,40003949089,,U.c. ienākumi," € 87,500.00 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Operācijas ar nekustamo īpašumu,
"Stepaņenko, Jūlija",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2018,Deputāte - Latvijas Republikas Saeima,Juridiskā komisija (no 20.11.2018); Eiropas lietu komisija (no 20.11.2018),Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,WAVE MEDIA,40003949089,,Ienāk. no saimn. darbības un komercdarb, € 600.00 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Operācijas ar nekustamo īpašumu,
"Stepaņenko, Jūlija",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2018,Deputāte - Latvijas Republikas Saeima,Juridiskā komisija (no 20.11.2018); Eiropas lietu komisija (no 20.11.2018),Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,R89,50103694641,,U.c. ienākumi," € 47,016.76 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Operācijas ar nekustamo īpašumu,
"Stepaņenko, Jūlija",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2019,Deputāte - Latvijas Republikas Saeima,Juridiskā komisija; Eiropas lietu komisija,Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,WAVE MEDIA,40003949089,,,,Kapitāla daļas," € 2,789.00 ",Latvia,Rīgas municipality,Rīga/Pierīga,Operācijas ar nekustamo īpašumu,
"Stepaņenko, Jūlija",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2019,Deputāte - Latvijas Republikas Saeima,Juridiskā komisija; Eiropas lietu komisija,Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,WAVE MEDIA,40003949089,,Ienāk. no saimn. darbības un komercdarb, € 300.00 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Operācijas ar nekustamo īpašumu,
"Stepaņenko, Jūlija",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2019,Deputāte - Latvijas Republikas Saeima,Juridiskā komisija; Eiropas lietu komisija,Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,WAVE MEDIA,40003949089,,U.c. ienākumi," € 29,000.00 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Operācijas ar nekustamo īpašumu,
"Švecova, Ļubova",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2018,Deputāte - Latvijas Republikas Saeima,Budžeta un finanšu (nodokļu) komisija (no 20.11.2018); Publisko izdevumu un revīzijas komisija (no 20.11.2018),Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Laforte,40103929676,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Švecova, Ļubova",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2018,Deputāte - Latvijas Republikas Saeima,Budžeta un finanšu (nodokļu) komisija (no 20.11.2018); Publisko izdevumu un revīzijas komisija (no 20.11.2018),Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,Laforte,40103929676,,,,Kapitāla daļas," € 2,800.00 ",Latvia,Rīgas municipality,Rīga/Pierīga,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Švecova, Ļubova",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2019,Deputāte - Latvijas Republikas Saeima,Budžeta un finanšu (nodokļu) komisija; Publisko izdevumu un revīzijas komisija,Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,Laforte,40103929676,,,,Kapitāla daļas," € 2,800.00 ",Latvia,Rīgas municipality,Rīga/Pierīga,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Švecova, Ļubova",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2018,Deputāte - Latvijas Republikas Saeima,Budžeta un finanšu (nodokļu) komisija (no 20.11.2018); Publisko izdevumu un revīzijas komisija (no 20.11.2018),Income | Private Sector,Akciju Sabiedrība,PrivatBank,50003086271,,Procenti, € 6.91 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Švecova, Ļubova",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2019,Deputāte - Latvijas Republikas Saeima,Budžeta un finanšu (nodokļu) komisija; Publisko izdevumu un revīzijas komisija,Income | Private Sector,Akciju Sabiedrība,PrivatBank,50003086271,,Procenti, € 6.91 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Teirumnieks, Edmunds",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,Sociālo un darba lietu komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (Sekretārs no 21.11.2018),Position | Academia,Izglītības Iestāde,RĪGAS TEHNISKĀ UNIVERSITĀTE,90000068977,Recenzents,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Teirumnieks, Edmunds",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,Sociālo un darba lietu komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (Sekretārs no 21.11.2018),Position | Academia,Izglītības Iestāde,Rēzeknes Tehnoloģiju akadēmija,90000011588,Profesors,,,,,Latvia,Rēzeknes municipality,Latgale,Izglitība ,
"Teirumnieks, Edmunds",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,Sociālo un darba lietu komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (Sekretārs no 21.11.2018),Position | Academia,Izglītības Iestāde,Rēzeknes Tehnoloģiju akadēmija,90000011588,Vadošais pētnieks,,,,,Latvia,Rēzeknes municipality,Latgale,Izglitība ,
"Teirumnieks, Edmunds",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,Sociālo un darba lietu komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (Sekretārs no 21.11.2018),Position | Academia,Izglītības Iestāde,Rēzeknes Tehnoloģiju akadēmija,90000011588,Rektors,,,,,Latvia,Rēzeknes municipality,Latgale,Izglitība ,
"Teirumnieks, Edmunds",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,Sociālo un darba lietu komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (Sekretārs no 21.11.2018),Position | Academia,Izglītības Iestāde,Rēzeknes Tehnoloģiju akadēmija,90000011588,Senators,,,,,Latvia,Rēzeknes municipality,Latgale,Izglitība ,
"Teirumnieks, Edmunds",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,Sociālo un darba lietu komisija; Ilgtspējīgas attīstības komisija (Sekretārs),Position | Academia,Izglītības Iestāde,Rēzeknes Tehnoloģiju akadēmija,90000011588,Profesors,,,,,Latvia,Rēzeknes municipality,Latgale,Izglitība ,
"Teirumnieks, Edmunds",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,Sociālo un darba lietu komisija; Ilgtspējīgas attīstības komisija (Sekretārs),Position | Academia,Izglītības Iestāde,Rēzeknes Tehnoloģiju akadēmija,90000011588,Vadošais pētnieks,,,,,Latvia,Rēzeknes municipality,Latgale,Izglitība ,
"Teirumnieks, Edmunds",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,Sociālo un darba lietu komisija; Ilgtspējīgas attīstības komisija (Sekretārs),Position | Academia,Izglītības Iestāde,Rēzeknes Tehnoloģiju akadēmija,90000011588,Senators,,,,,Latvia,Rēzeknes municipality,Latgale,Izglitība ,
"Teirumnieks, Edmunds",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,Sociālo un darba lietu komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (Sekretārs no 21.11.2018),Position | Private Sector,Biedrība,Latvijas Tehnoloģisko universitāšu un augstskolu konsorcijs,40008210738,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Teirumnieks, Edmunds",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,Sociālo un darba lietu komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (Sekretārs no 21.11.2018),Position | Private Sector,Biedrība,LATGALIEŠU KULTŪRAS BIEDRĪBA,40008005063,Valdes loceklis,,,,,Latvia,Rēzeknes municipality,Latgale,"Māksla, izklaide, sports un atpūta",
"Teirumnieks, Edmunds",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,Sociālo un darba lietu komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (Sekretārs no 21.11.2018),Position | Private Sector,Biedrība,Mezvidu lauksaimniecibas un tehnologiju parks,40008238102,Valdes loceklis,,,,,Latvia,Rēzeknes municipality,Latgale,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",
"Teirumnieks, Edmunds",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,Sociālo un darba lietu komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (Sekretārs no 21.11.2018),Position | Private Sector,Biedrība,Latvijas Inovatoru apvienība,40008148171,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Teirumnieks, Edmunds",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,Sociālo un darba lietu komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (Sekretārs no 21.11.2018),Holding | Commercial Companies,Akciju Sabiedrība,LATVIJAS KUGNIECIBA,50003003091,,,,Akcijas, € 21.34 ,Latvia,Rīgas municipality,Rīga/Pierīga,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Teirumnieks, Edmunds",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,Sociālo un darba lietu komisija; Ilgtspējīgas attīstības komisija (Sekretārs),Position | Private Sector,Biedrība,Latvijas Inovatoru apvienība,40008148171,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Teirumnieks, Edmunds",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,Sociālo un darba lietu komisija; Ilgtspējīgas attīstības komisija (Sekretārs),Position | Private Sector,Biedrība,Mežvidu lauksaimniecības un tehnoloģiju parks,40008238102,Valdes loceklis,,,,,Latvia,Rēzeknes municipality,Latgale,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",CSO - Environment
"Teirumnieks, Edmunds",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,Sociālo un darba lietu komisija; Ilgtspējīgas attīstības komisija (Sekretārs),Position | Private Sector,Biedrība,LATGALIEŠU KULTŪRAS BIEDRĪBA,40008005063,Valdes loceklis,,,,,Latvia,Rēzeknes municipality,Latgale,"Māksla, izklaide, sports un atpūta",
"Teirumnieks, Edmunds",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,Sociālo un darba lietu komisija; Ilgtspējīgas attīstības komisija (Sekretārs),Position | Private Sector,Biedrība,Latvijas Tehnoloģisko universitāšu un augstskolu konsorcijs,40008210738,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
