,Partija,Veids,Vērtība,Name,Datums,Flags,Legislature,Frakcija,Deputāts
1534,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 150.00,Jānis Cielēns,18/09/2018,,13,Jauno Konservatīvo frakcija,Jānis Cielēns
1535,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 410.00,Vitālijs Orlovs,18/09/2018,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1536,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 249.00,Artūrs Rubiks,18/09/2018,above_yearly_limit,13,Saskaņa,Artūrs Rubiks
1537,Attīstībai/Par!,Nauda,EUR 34.00,Inese Voika,17/09/2018,,13,Attīstībai/Par!,Inese Voika
1538,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 10.00,Rihards Kols,17/09/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1539,Zaļo un Zemnieku savienība,Nauda,EUR 2000.00,Viktors Valainis,17/09/2018,above_yearly_limit,13,Zaļo un Zemnieku Savienība,Viktors Valainis
1540,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 300.00,Vitālijs Orlovs,17/09/2018,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1541,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 20.00,Vitālijs Orlovs,16/09/2018,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1542,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 20.00,Vitālijs Orlovs,16/09/2018,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1543,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 20.00,Vitālijs Orlovs,15/09/2018,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1544,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 10.00,Ilze Indriksone,15/09/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Ilze Indriksone
1545,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 50.00,Eva Mārtuža,15/09/2018,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
1546,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 11.00,Rihards Kols,15/09/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1547,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 500.00,Jānis Krišāns,14/09/2018,above_yearly_limit,13,Saskaņa,Jānis Krišāns
1548,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 250.00,Aldis Blumbergs,14/09/2018,,13,Pie frakcijām nepiederošie deputāti,Aldis Blumbergs
1549,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 300.00,Inguna Rībena,14/09/2018,,13,Pie frakcijām nepiederošie deputāti,Inguna Rībena
1550,Zaļo un Zemnieku savienība,Nauda,EUR 3000.00,Viktors Valainis,14/09/2018,above_yearly_limit,13,Zaļo un Zemnieku Savienība,Viktors Valainis
1551,"VIENOTĪBA, Partija",Nauda,EUR 500.00,Kārlis Šadurskis,14/09/2018,above_yearly_limit,13,Jaunā Vienotība,Kārlis Šadurskis
1552,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 45.00,Edgars Kucins,14/09/2018,,13,Saskaņa,Edgars Kucins
1553,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 250.00,Jānis Ādamsons,14/09/2018,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Jānis Ādamsons
1554,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Juris Rancāns,13/09/2018,,13,Jauno Konservatīvo frakcija,Juris Rancāns
1555,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 300.00,Jānis Iesalnieks,13/09/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Iesalnieks
1556,"VIENOTĪBA, Partija",Biedra nauda,EUR 1000.00,Ainars Latkovskis,13/09/2018,,13,Jaunā Vienotība,Ainars Latkovskis
1557,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 500.00,Ritvars Jansons,13/09/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Ritvars Jansons
1558,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 60.00,Jānis Cielēns,13/09/2018,,13,Jauno Konservatīvo frakcija,Jānis Cielēns
1559,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1147.08,Igors Pimenovs,13/09/2018,above_yearly_limit,13,Saskaņa,Igors Pimenovs
1560,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 200.00,Edvīns Šnore,13/09/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Edvīns Šnore
1561,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 500.00,Ritvars Jansons,13/09/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Ritvars Jansons
1562,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 25.00,Jānis Butāns,13/09/2018,,13,Jauno Konservatīvo frakcija,Jānis Butāns
1563,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 550.00,Vitālijs Orlovs,13/09/2018,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1564,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 10.00,Ilze Indriksone,13/09/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Ilze Indriksone
1565,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 2000.00,Raivis Dzintars,12/09/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
1566,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 10.00,Jānis Iesalnieks,12/09/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Iesalnieks
1567,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 11.00,Jānis Iesalnieks,12/09/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Iesalnieks
1568,Attīstībai/Par!,Nauda,EUR 20.00,Gatis Zamurs,12/09/2018,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
1569,"Kustība ""Par!""",Nauda,EUR 70.00,Vita Anda Tērauda,12/09/2018,,13,Attīstībai/Par!,Vita Anda Tērauda
1570,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 5.00,Jānis Dombrava,12/09/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Dombrava
1571,Attīstībai/Par!,Nauda,EUR 30.00,Māris Mičerevskis,12/09/2018,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Māris Mičerevskis
1572,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 60.00,Ilga Šuplinska,11/09/2018,,13,Pie frakcijām nepiederošie deputāti,Ilga Šuplinska
1573,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 7.00,Rihards Kols,11/09/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1574,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 420.00,Sandis Riekstiņš,11/09/2018,above_yearly_limit,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
1575,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 10.00,Jānis Iesalnieks,11/09/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Iesalnieks
1576,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 310.00,Vitālijs Orlovs,11/09/2018,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1577,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 12.00,Rihards Kols,10/09/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1578,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 14.00,Jānis Dombrava,10/09/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Dombrava
1579,LATGALES PARTIJA,Nauda,EUR 300.00,Aldis Adamovičs,10/09/2018,,13,Jaunā Vienotība,Aldis Adamovičs
1580,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 50.00,Jānis Butāns,10/09/2018,,13,Jauno Konservatīvo frakcija,Jānis Butāns
1581,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 5.00,Rihards Kols,10/09/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1582,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 1661.94,Ramona Petraviča,10/09/2018,above_yearly_limit,13,Neatkarīgie,Ramona Petraviča
1583,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Vitālijs Orlovs,10/09/2018,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1584,"Jaunā VIENOTĪBA (Nacionālās VIENOTĪBAS apvienība; Partijas Jaunais laiks, partijas Pilsoniskā savienība un partijas Sabiedrība Citai Politikai apvienība; VIENOTĪBA)",Nauda,EUR 500.00,Atis Lejiņš,10/09/2018,,13,Jaunā Vienotība,Atis Lejiņš
1585,Zaļo un Zemnieku savienība,Nauda,EUR 1000.00,Gundars Daudze,08/09/2018,above_yearly_limit,13,Zaļo un Zemnieku Savienība,Gundars Daudze
1586,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Evita Zālīte-Grosa,07/09/2018,,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
1587,Attīstībai/Par!,Manta vai pakalpojums,EUR 50.00,Gatis Zamurs,07/09/2018,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
1588,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 1500.00,Jānis Dombrava,07/09/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Dombrava
1589,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Ainars Bašķis,07/09/2018,,13,Jauno Konservatīvo frakcija,Ainars Bašķis
1590,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1120.00,Igors Pimenovs,07/09/2018,above_yearly_limit,13,Saskaņa,Igors Pimenovs
1591,"Kustība ""Par!""",Nauda,EUR 100.00,Māris Mičerevskis,06/09/2018,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Māris Mičerevskis
1592,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 500.00,Iveta Benhena-Bēkena,06/09/2018,,13,Pie frakcijām nepiederošie deputāti,Iveta Benhena-Bēkena
1593,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Regīna Ločmele,06/09/2018,above_yearly_limit,13,Saskaņa,Regīna Ločmele
1594,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 500.00,Regīna Ločmele,06/09/2018,above_yearly_limit,13,Saskaņa,Regīna Ločmele
1595,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 87.00,Raivis Dzintars,06/09/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
1596,Attīstībai/Par!,Manta vai pakalpojums,EUR 50.00,Gatis Zamurs,04/09/2018,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
1597,Zaļo un Zemnieku savienība,Nauda,EUR 3000.00,Jānis Dūklavs,04/09/2018,above_yearly_limit,13,Zaļo un Zemnieku Savienība,Jānis Dūklavs
1598,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Dagmāra Beitnere-Le Galla,03/09/2018,,13,Jauno Konservatīvo frakcija,Dagmāra Beitnere-Le Galla
1599,Attīstībai/Par!,Manta vai pakalpojums,EUR 126.52,Gatis Zamurs,02/09/2018,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
1600,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,EUR 19.54,Aldis Blumbergs,31/08/2018,,13,Pie frakcijām nepiederošie deputāti,Aldis Blumbergs
1601,"VIENOTĪBA, Partija",Nauda,EUR 400.00,Aldis Adamovičs,31/08/2018,,13,Jaunā Vienotība,Aldis Adamovičs
1602,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Juris Rancāns,31/08/2018,,13,Jauno Konservatīvo frakcija,Juris Rancāns
1603,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 1000.00,Sandis Riekstiņš,31/08/2018,above_yearly_limit,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
1604,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 60.00,Linda Medne,30/08/2018,,13,Jauno Konservatīvo frakcija,Linda Medne
1605,"Jaunā VIENOTĪBA (Nacionālās VIENOTĪBAS apvienība; Partijas Jaunais laiks, partijas Pilsoniskā savienība un partijas Sabiedrība Citai Politikai apvienība; VIENOTĪBA)",Nauda,EUR 260.00,Ainars Latkovskis,30/08/2018,,13,Jaunā Vienotība,Ainars Latkovskis
1606,Attīstībai/Par!,Nauda,EUR 10.00,Juris Pūce,30/08/2018,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
1607,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 1500.00,Linda Medne,30/08/2018,,13,Jauno Konservatīvo frakcija,Linda Medne
1608,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 500.00,Ilze Indriksone,30/08/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Ilze Indriksone
1609,"Jaunā VIENOTĪBA (Nacionālās VIENOTĪBAS apvienība; Partijas Jaunais laiks, partijas Pilsoniskā savienība un partijas Sabiedrība Citai Politikai apvienība; VIENOTĪBA)",Nauda,EUR 185.00,Ainars Latkovskis,29/08/2018,,13,Jaunā Vienotība,Ainars Latkovskis
1610,"Jaunā VIENOTĪBA (Nacionālās VIENOTĪBAS apvienība; Partijas Jaunais laiks, partijas Pilsoniskā savienība un partijas Sabiedrība Citai Politikai apvienība; VIENOTĪBA)",Nauda,EUR 250.00,Inese Lībiņa-Egnere,29/08/2018,,13,Jaunā Vienotība,Inese Lībiņa-Egnere
1611,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 500.00,Vladimirs Nikonovs,29/08/2018,above_yearly_limit,13,Saskaņa,Vladimirs Nikonovs
1612,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 40.00,Jānis Butāns,29/08/2018,,13,Jauno Konservatīvo frakcija,Jānis Butāns
1613,Attīstībai/Par!,Manta vai pakalpojums,EUR 50.00,Gatis Zamurs,28/08/2018,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
1614,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 290.00,Jūlija Stepaņenko,28/08/2018,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Jūlija Stepaņenko
1615,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 350.00,Jānis Butāns,28/08/2018,,13,Jauno Konservatīvo frakcija,Jānis Butāns
1616,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 200.00,Zenta Tretjaka,27/08/2018,above_yearly_limit,13,Saskaņa,Zenta Tretjaka
1617,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Vitālijs Orlovs,27/08/2018,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1618,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 250.00,Artūrs Rubiks,27/08/2018,above_yearly_limit,13,Saskaņa,Artūrs Rubiks
1619,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Evita Zālīte-Grosa,26/08/2018,,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
1620,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 10.00,Jānis Iesalnieks,26/08/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Iesalnieks
1621,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 20.00,Jānis Iesalnieks,24/08/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Iesalnieks
1622,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 340.00,Ivans Klementjevs,24/08/2018,above_yearly_limit,13,Saskaņa,Ivans Klementjevs
1623,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 19.00,Rihards Kols,23/08/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1624,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 100.00,Nikolajs Kabanovs,22/08/2018,,13,Saskaņa,Nikolajs Kabanovs
1625,Attīstībai/Par!,Nauda,EUR 24.00,Vita Anda Tērauda,22/08/2018,,13,Attīstībai/Par!,Vita Anda Tērauda
1626,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 125.00,Ļubova Švecova,22/08/2018,,13,Pie frakcijām nepiederošie deputāti,Ļubova Švecova
1627,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 26.00,Ēriks Pucens,21/08/2018,,13,Pie frakcijām nepiederošie deputāti,Ēriks Pucens
1628,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 270.00,Regīna Ločmele,21/08/2018,above_yearly_limit,13,Saskaņa,Regīna Ločmele
1629,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 28.00,Ramona Petraviča,21/08/2018,above_yearly_limit,13,Neatkarīgie,Ramona Petraviča
1630,Attīstībai/Par!,Manta vai pakalpojums,EUR 50.00,Gatis Zamurs,21/08/2018,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
1631,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 200.00,Boriss Cilevičs,21/08/2018,above_yearly_limit,13,Saskaņa,Boriss Cilevičs
1632,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 15.00,Dagmāra Beitnere-Le Galla,20/08/2018,,13,Jauno Konservatīvo frakcija,Dagmāra Beitnere-Le Galla
1633,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 25.00,Jānis Butāns,20/08/2018,,13,Jauno Konservatīvo frakcija,Jānis Butāns
1634,Zaļo un Zemnieku savienība,Nauda,EUR 3000.00,Māris Kučinskis,20/08/2018,above_yearly_limit,13,Zaļo un Zemnieku Savienība,Māris Kučinskis
1635,"VIENOTĪBA, Partija",Nauda,EUR 3000.00,Arvils Ašeradens,17/08/2018,above_yearly_limit,13,Jaunā Vienotība,Arvils Ašeradens
1636,Attīstībai/Par!,Nauda,EUR 30.00,Reinis Znotiņš,17/08/2018,,13,Jauno Konservatīvo frakcija,Reinis Znotiņš
1637,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 200.00,Kaspars Ģirģens,17/08/2018,,13,Pie frakcijām nepiederošie deputāti,Kaspars Ģirģens
1638,Attīstībai/Par!,Nauda,EUR 100.00,Inese Voika,17/08/2018,,13,Attīstībai/Par!,Inese Voika
1639,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 67.00,Raivis Dzintars,16/08/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
1640,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 20.00,Jānis Iesalnieks,16/08/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Iesalnieks
1641,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 50.00,Aivars Geidāns,16/08/2018,,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
1642,Attīstībai/Par!,Nauda,EUR 49.61,Dace Rukšāne-Ščipčinska,15/08/2018,,13,Attīstībai/Par!,Dace Rukšāne-Ščipčinska
1643,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 50.00,Māris Možvillo,15/08/2018,,13,Neatkarīgie,Māris Možvillo
1644,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 50.00,Ramona Petraviča,15/08/2018,above_yearly_limit,13,Neatkarīgie,Ramona Petraviča
1645,Zaļo un Zemnieku savienība,Nauda,EUR 3000.00,Uldis Augulis,15/08/2018,above_yearly_limit,13,Zaļo un Zemnieku Savienība,Uldis Augulis
1646,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 5.00,Rihards Kols,15/08/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1647,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 300.00,Sandis Riekstiņš,14/08/2018,above_yearly_limit,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
1648,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 50.00,Didzis Šmits,14/08/2018,,13,Pie frakcijām nepiederošie deputāti,Didzis Šmits
1649,Latvijas attīstībai,Biedra nauda,EUR 250.00,Juris Pūce,14/08/2018,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
1650,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 850.00,Vitālijs Orlovs,14/08/2018,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1651,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 50.00,Kaspars Ģirģens,14/08/2018,,13,Pie frakcijām nepiederošie deputāti,Kaspars Ģirģens
1652,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Andrejs Klementjevs,14/08/2018,above_yearly_limit,13,Saskaņa,Andrejs Klementjevs
1653,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Juris Rancāns,14/08/2018,,13,Jauno Konservatīvo frakcija,Juris Rancāns
1654,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 1000.00,Ritvars Jansons,13/08/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Ritvars Jansons
1655,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 44.00,Raivis Dzintars,12/08/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
1656,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Evita Zālīte-Grosa,12/08/2018,,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
1657,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 25.00,Jānis Cielēns,10/08/2018,,13,Jauno Konservatīvo frakcija,Jānis Cielēns
1658,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 50.00,Aldis Blumbergs,10/08/2018,,13,Pie frakcijām nepiederošie deputāti,Aldis Blumbergs
1659,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 65.00,Raivis Dzintars,10/08/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
1660,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 25.00,Ilga Šuplinska,10/08/2018,,13,Pie frakcijām nepiederošie deputāti,Ilga Šuplinska
1661,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 1250.00,Rihards Kols,09/08/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1662,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 25.00,Jānis Butāns,08/08/2018,,13,Jauno Konservatīvo frakcija,Jānis Butāns
1663,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,EUR 12.84,Kaspars Ģirģens,07/08/2018,,13,Pie frakcijām nepiederošie deputāti,Kaspars Ģirģens
1664,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 87.00,Raivis Dzintars,06/08/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
1665,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Biedra nauda,EUR 1000.00,Iveta Benhena-Bēkena,06/08/2018,,13,Pie frakcijām nepiederošie deputāti,Iveta Benhena-Bēkena
1666,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 50.00,Eva Mārtuža,03/08/2018,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
1667,Attīstībai/Par!,Manta vai pakalpojums,EUR 25.44,Gatis Zamurs,02/08/2018,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
1668,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 35.00,Jānis Butāns,02/08/2018,,13,Jauno Konservatīvo frakcija,Jānis Butāns
1669,Attīstībai/Par!,Manta vai pakalpojums,EUR 50.00,Gatis Zamurs,02/08/2018,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
1670,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 1000.00,Krišjānis Feldmans,01/08/2018,above_yearly_limit,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
1671,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 83.00,Ainars Bašķis,01/08/2018,,13,Jauno Konservatīvo frakcija,Ainars Bašķis
1672,"VIENOTĪBA, Partija",Nauda,EUR 500.00,Aldis Adamovičs,01/08/2018,,13,Jaunā Vienotība,Aldis Adamovičs
1673,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 45.00,Līva Kreituse,31/07/2018,,13,Jauno Konservatīvo frakcija,Līva Kreituse
1674,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 5.00,Rihards Kols,31/07/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1675,Latvijas attīstībai,Biedra nauda,EUR 600.00,Juris Pūce,31/07/2018,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
1676,Latvijas attīstībai,Biedra nauda,EUR 900.00,Juris Pūce,31/07/2018,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
