Partija,Veids,Vērtība,Deputāts,Frakcija,Datums
Jaunā konservatīvā partija,Manta vai pakalpojums, €  6.03 ,"Muižniece, Anita",JKP,17/7/2018
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Muižniece, Anita",JKP,17/4/2018
Jaunā konservatīvā partija,Nauda, €  130.00 ,"Muižniece, Anita",JKP,14/10/2019
Jaunā konservatīvā partija,Nauda, €  50.00 ,"Muižniece, Anita",JKP,13/9/2018
Jaunā konservatīvā partija,Nauda, €  10.00 ,"Muižniece, Anita",JKP,13/3/2018
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Muižniece, Anita",JKP,12/7/2018
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Muižniece, Anita",JKP,11/6/2018
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Muižniece, Anita",JKP,10/12/2018
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Muižniece, Anita",JKP,10/7/2019
Jaunā konservatīvā partija,Nauda, €  200.00 ,"Muižniece, Anita",JKP,10/1/2019
Jaunā konservatīvā partija,Nauda, €  300.00 ,"Muižniece, Anita",JKP,9/9/2019
Jaunā konservatīvā partija,Nauda, €  10.00 ,"Muižniece, Anita",JKP,9/2/2018
Jaunā konservatīvā partija,Nauda, €  220.00 ,"Muižniece, Anita",JKP,8/2/2019
Jaunā konservatīvā partija,Nauda, €  120.00 ,"Muižniece, Anita",JKP,7/11/2019
Jaunā konservatīvā partija,Nauda, €  120.00 ,"Muižniece, Anita",JKP,7/3/2019
Jaunā konservatīvā partija,Nauda, €  120.00 ,"Muižniece, Anita",JKP,6/5/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Muižniece, Anita",JKP,5/12/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Muižniece, Anita",JKP,5/6/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Muižniece, Anita",JKP,4/5/2018
Jaunā konservatīvā partija,Nauda, €  235.00 ,"Muižniece, Anita",JKP,2/12/2019
Jaunā konservatīvā partija,Nauda, €  58.00 ,"Muižniece, Anita",JKP,2/10/2018
Jaunā konservatīvā partija,Nauda, €  15.00 ,"Muižniece, Anita",JKP,2/1/2018
Jaunā konservatīvā partija,Nauda, €  150.00 ,"Muižniece, Anita",JKP,1/7/2019
Jaunā konservatīvā partija,Nauda, €  110.00 ,"Muižniece, Anita",JKP,1/3/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Mūrniece, Ināra",Nacionālā Apvienība - TB/LNNK,31/1/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  200.00 ,"Mūrniece, Ināra",Nacionālā Apvienība - TB/LNNK,24/9/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Mūrniece, Ināra",Nacionālā Apvienība - TB/LNNK,15/1/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Mūrniece, Ināra",Nacionālā Apvienība - TB/LNNK,14/12/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda," €  1,000.00 ","Mūrniece, Ināra",Nacionālā Apvienība - TB/LNNK,13/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Mūrniece, Ināra",Nacionālā Apvienība - TB/LNNK,12/7/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda," €  1,000.00 ","Mūrniece, Ināra",Nacionālā Apvienība - TB/LNNK,4/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  500.00 ,"Naudiņš, Romāns",Nacionālā Apvienība - TB/LNNK,20/6/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda," €  1,050.00 ","Naudiņš, Romāns",Nacionālā Apvienība - TB/LNNK,18/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda," €  1,500.00 ","Naudiņš, Romāns",Nacionālā Apvienība - TB/LNNK,15/5/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda," €  1,000.00 ","Naudiņš, Romāns",Nacionālā Apvienība - TB/LNNK,10/9/2018
"KPV LV, Politiskā partija",Manta vai pakalpojums, €  3.00 ,"Nemiro, Ralfs",KPV LV,10/7/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Nikonovs, Vladimirs",Saskaņa,29/8/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Nikonovs, Vladimirs",Saskaņa,26/4/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Nikonovs, Vladimirs",Saskaņa,26/4/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Nikonovs, Vladimirs",Saskaņa,19/9/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Nikonovs, Vladimirs",Saskaņa,13/2/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Nikonovs, Vladimirs",Saskaņa,11/10/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Nikonovs, Vladimirs",Saskaņa,11/10/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  700.00 ,"Nikonovs, Vladimirs",Saskaņa,11/7/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  50.00 ,"Orlovs, Vitālijs",Saskaņa,28/10/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Orlovs, Vitālijs",Saskaņa,27/8/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  70.00 ,"Orlovs, Vitālijs",Saskaņa,24/9/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  174.24 ,"Orlovs, Vitālijs",Saskaņa,24/4/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Orlovs, Vitālijs",Saskaņa,22/10/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  40.00 ,"Orlovs, Vitālijs",Saskaņa,20/9/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  40.00 ,"Orlovs, Vitālijs",Saskaņa,19/9/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  410.00 ,"Orlovs, Vitālijs",Saskaņa,18/9/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  30.00 ,"Orlovs, Vitālijs",Saskaņa,18/9/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Orlovs, Vitālijs",Saskaņa,18/3/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  300.00 ,"Orlovs, Vitālijs",Saskaņa,17/9/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,500.00 ","Orlovs, Vitālijs",Saskaņa,17/7/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  20.00 ,"Orlovs, Vitālijs",Saskaņa,16/9/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  20.00 ,"Orlovs, Vitālijs",Saskaņa,16/9/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  20.00 ,"Orlovs, Vitālijs",Saskaņa,15/9/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  850.00 ,"Orlovs, Vitālijs",Saskaņa,14/8/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  120.00 ,"Orlovs, Vitālijs",Saskaņa,14/3/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  550.00 ,"Orlovs, Vitālijs",Saskaņa,13/9/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  75.00 ,"Orlovs, Vitālijs",Saskaņa,12/6/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  310.00 ,"Orlovs, Vitālijs",Saskaņa,11/9/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Orlovs, Vitālijs",Saskaņa,10/10/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Orlovs, Vitālijs",Saskaņa,10/9/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  495.00 ,"Orlovs, Vitālijs",Saskaņa,10/5/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  600.00 ,"Orlovs, Vitālijs",Saskaņa,9/3/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  243.00 ,"Orlovs, Vitālijs",Saskaņa,9/3/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  500.00 ,"Orlovs, Vitālijs",Saskaņa,7/5/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  129.88 ,"Orlovs, Vitālijs",Saskaņa,5/10/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  266.20 ,"Orlovs, Vitālijs",Saskaņa,5/7/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  420.35 ,"Orlovs, Vitālijs",Saskaņa,5/2/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Orlovs, Vitālijs",Saskaņa,4/4/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  100.00 ,"Orlovs, Vitālijs",Saskaņa,2/10/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Papule, Evija",Pie frakcijām nepiederošie deputāti,11/9/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Papule, Evija",Pie frakcijām nepiederošie deputāti,10/9/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  800.00 ,"Papule, Evija",Pie frakcijām nepiederošie deputāti,7/2/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  800.00 ,"Papule, Evija",Pie frakcijām nepiederošie deputāti,1/11/2018
Kustība Par!,Nauda, €  300.00 ,"Pavļuts, Daniels",Attīstībai/Par!,31/5/2018
Kustība Par!,Nauda, €  50.00 ,"Pavļuts, Daniels",Attīstībai/Par!,24/11/2018
Kustība Par!,Nauda, €  50.00 ,"Pavļuts, Daniels",Attīstībai/Par!,24/3/2018
Attīstībai/Par!,Nauda, €  12.00 ,"Pavļuts, Daniels",Attīstībai/Par!,23/8/2018
Attīstībai/Par!,Nauda, €  30.00 ,"Pavļuts, Daniels",Attīstībai/Par!,22/5/2019
Kustība Par!,Nauda, €  100.00 ,"Pavļuts, Daniels",Attīstībai/Par!,22/1/2019
Attīstībai/Par!,Nauda," €  3,000.00 ","Pavļuts, Daniels",Attīstībai/Par!,19/9/2018
Kustība Par!,Nauda, €  100.00 ,"Pavļuts, Daniels",Attīstībai/Par!,10/7/2019
Kustība Par!,Nauda, €  100.00 ,"Pavļuts, Daniels",Attīstībai/Par!,10/6/2019
Kustība Par!,Nauda, €  100.00 ,"Pavļuts, Daniels",Attīstībai/Par!,10/5/2019
Kustība Par!,Nauda, €  100.00 ,"Pavļuts, Daniels",Attīstībai/Par!,10/4/2019
Kustība Par!,Nauda, €  100.00 ,"Pavļuts, Daniels",Attīstībai/Par!,10/3/2019
Kustība Par!,Nauda, €  100.00 ,"Pavļuts, Daniels",Attīstībai/Par!,10/2/2019
Attīstībai/Par!,Nauda, €  50.00 ,"Pavļuts, Daniels",Attīstībai/Par!,7/3/2019
Attīstībai/Par!,Nauda, €  20.00 ,"Pavļuts, Daniels",Attīstībai/Par!,6/10/2018
Attīstībai/Par!,Nauda, €  20.00 ,"Pavļuts, Daniels",Attīstībai/Par!,5/9/2018
Kustība Par!,Nauda, €  100.00 ,"Pavļuts, Daniels",Attīstībai/Par!,5/9/2018
Attīstībai/Par!,Nauda, €  10.00 ,"Pavļuts, Daniels",Attīstībai/Par!,3/12/2019
Kustība Par!,Nauda, €  25.00 ,"Pavļuts, Daniels",Attīstībai/Par!,3/5/2018
"KPV LV, Politiskā partija",Manta vai pakalpojums, €  42.34 ,"Petraviča, Ramona",KPV LV,30/9/2018
"KPV LV, Politiskā partija",Nauda, €  882.36 ,"Petraviča, Ramona",KPV LV,24/9/2018
"KPV LV, Politiskā partija",Nauda, €  28.00 ,"Petraviča, Ramona",KPV LV,21/8/2018
"KPV LV, Politiskā partija",Manta vai pakalpojums, €  50.00 ,"Petraviča, Ramona",KPV LV,20/9/2018
"KPV LV, Politiskā partija",Nauda," €  2,079.83 ","Petraviča, Ramona",KPV LV,20/9/2018
"KPV LV, Politiskā partija",Nauda, €  20.00 ,"Petraviča, Ramona",KPV LV,19/12/2019
"KPV LV, Politiskā partija",Nauda, €  50.00 ,"Petraviča, Ramona",KPV LV,18/6/2018
"KPV LV, Politiskā partija",Nauda, €  50.00 ,"Petraviča, Ramona",KPV LV,15/8/2018
"KPV LV, Politiskā partija",Nauda, €  67.60 ,"Petraviča, Ramona",KPV LV,15/5/2018
"KPV LV, Politiskā partija",Nauda," €  1,661.94 ","Petraviča, Ramona",KPV LV,10/9/2018
"KPV LV, Politiskā partija",Nauda, €  150.00 ,"Petraviča, Ramona",KPV LV,6/3/2018
Attīstībai/Par!,Nauda, €  194.60 ,"Plešs, Artūrs Toms",Attīstībai/Par!,31/8/2018
Latvijas attīstībai,Nauda, €  10.00 ,"Plešs, Artūrs Toms",Attīstībai/Par!,17/12/2019
Attīstībai/Par!,Nauda, €  147.32 ,"Plešs, Artūrs Toms",Attīstībai/Par!,13/5/2019
Attīstībai/Par!,Nauda, €  32.67 ,"Plešs, Artūrs Toms",Attīstībai/Par!,10/8/2018
Attīstībai/Par!,Nauda, €  26.62 ,"Plešs, Artūrs Toms",Attīstībai/Par!,1/8/2018
Latvijas attīstībai,Biedra nauda, €  50.00 ,"Plešs, Artūrs Toms",Attīstībai/Par!,6/10/2019
Latvijas attīstībai,Biedra nauda, €  500.00 ,"Plešs, Artūrs Toms",Attīstībai/Par!,12/4/2019
Latvijas attīstībai,Biedra nauda, €  200.00 ,"Plešs, Artūrs Toms",Attīstībai/Par!,20/8/2018
Latvijas attīstībai,Biedra nauda, €  400.00 ,"Plešs, Artūrs Toms",Attīstībai/Par!,1/5/2018
"KPV LV, Politiskā partija",Nauda, €  26.00 ,"Pucens, Ēriks",KPV LV,21/8/2018
"KPV LV, Politiskā partija",Nauda, €  50.00 ,"Pucens, Ēriks",KPV LV,8/11/2018
"KPV LV, Politiskā partija",Nauda, €  300.00 ,"Puga, Ivars",KPV LV,27/10/2018
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Rancāns, Juris",JKP,31/8/2018
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Rancāns, Juris",JKP,29/1/2018
Jaunā konservatīvā partija,Nauda, €  10.00 ,"Rancāns, Juris",JKP,24/7/2018
Jaunā konservatīvā partija,Nauda, €  165.00 ,"Rancāns, Juris",JKP,19/12/2018
Jaunā konservatīvā partija,Nauda, €  30.00 ,"Rancāns, Juris",JKP,19/3/2018
Jaunā konservatīvā partija,Nauda, €  25.00 ,"Rancāns, Juris",JKP,18/6/2019
Jaunā konservatīvā partija,Nauda, €  45.00 ,"Rancāns, Juris",JKP,16/12/2019
Jaunā konservatīvā partija,Nauda, €  50.00 ,"Rancāns, Juris",JKP,16/4/2018
Jaunā konservatīvā partija,Nauda, €  30.00 ,"Rancāns, Juris",JKP,15/5/2018
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Rancāns, Juris",JKP,14/8/2018
Jaunā konservatīvā partija,Nauda, €  120.00 ,"Rancāns, Juris",JKP,14/6/2018
Jaunā konservatīvā partija,Nauda, €  30.00 ,"Rancāns, Juris",JKP,14/5/2018
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Rancāns, Juris",JKP,13/9/2018
Jaunā konservatīvā partija,Nauda, €  80.00 ,"Rancāns, Juris",JKP,12/7/2018
Jaunā konservatīvā partija,Nauda, €  210.00 ,"Rancāns, Juris",JKP,11/7/2018
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Rancāns, Juris",JKP,11/5/2018
Jaunā konservatīvā partija,Nauda, €  25.00 ,"Rancāns, Juris",JKP,10/7/2018
Jaunā konservatīvā partija,Nauda, €  295.00 ,"Rancāns, Juris",JKP,9/12/2019
Jaunā konservatīvā partija,Nauda, €  193.00 ,"Rancāns, Juris",JKP,9/1/2019
Jaunā konservatīvā partija,Nauda, €  295.00 ,"Rancāns, Juris",JKP,8/10/2019
Jaunā konservatīvā partija,Nauda, €  295.00 ,"Rancāns, Juris",JKP,8/8/2019
Jaunā konservatīvā partija,Nauda, €  295.00 ,"Rancāns, Juris",JKP,8/7/2019
Jaunā konservatīvā partija,Nauda, €  600.00 ,"Rancāns, Juris",JKP,8/5/2019
Jaunā konservatīvā partija,Nauda, €  295.00 ,"Rancāns, Juris",JKP,8/4/2019
Jaunā konservatīvā partija,Nauda, €  295.00 ,"Rancāns, Juris",JKP,7/9/2019
Jaunā konservatīvā partija,Nauda, €  295.00 ,"Rancāns, Juris",JKP,6/11/2019
Jaunā konservatīvā partija,Nauda, €  286.00 ,"Rancāns, Juris",JKP,6/3/2019
Jaunā konservatīvā partija,Nauda, €  207.00 ,"Rancāns, Juris",JKP,6/2/2019
Jaunā konservatīvā partija,Nauda, €  25.00 ,"Rancāns, Juris",JKP,5/7/2019
Zaļo un Zemnieku savienība,Manta vai pakalpojums, €  641.30 ,"Reizniece-Ozola, Dana",Zaļo un Zemnieku Savienība,28/2/2019
Zaļo un Zemnieku savienība,Manta vai pakalpojums, €  118.24 ,"Reizniece-Ozola, Dana",Zaļo un Zemnieku Savienība,28/2/2019
Zaļo un Zemnieku savienība,Manta vai pakalpojums, €  28.41 ,"Reizniece-Ozola, Dana",Zaļo un Zemnieku Savienība,28/2/2019
Zaļo un Zemnieku savienība,Nauda, €  500.00 ,"Reizniece-Ozola, Dana",Zaļo un Zemnieku Savienība,16/10/2018
Zaļo un Zemnieku savienība,Nauda, €  900.00 ,"Reizniece-Ozola, Dana",Zaļo un Zemnieku Savienība,14/1/2018
Zaļo un Zemnieku savienība,Nauda," €  1,000.00 ","Reizniece-Ozola, Dana",Zaļo un Zemnieku Savienība,12/1/2018
Zaļo un Zemnieku savienība,Manta vai pakalpojums, €  282.39 ,"Reizniece-Ozola, Dana",Zaļo un Zemnieku Savienība,11/5/2019
Zaļo un Zemnieku savienība,Manta vai pakalpojums, €  125.48 ,"Reizniece-Ozola, Dana",Zaļo un Zemnieku Savienība,11/4/2019
Zaļo un Zemnieku savienība,Manta vai pakalpojums, €  2.70 ,"Reizniece-Ozola, Dana",Zaļo un Zemnieku Savienība,11/3/2019
Zaļo un Zemnieku savienība,Manta vai pakalpojums, €  1.81 ,"Reizniece-Ozola, Dana",Zaļo un Zemnieku Savienība,11/3/2019
Zaļo un Zemnieku savienība,Manta vai pakalpojums, €  1.81 ,"Reizniece-Ozola, Dana",Zaļo un Zemnieku Savienība,11/3/2019
Zaļo un Zemnieku savienība,Manta vai pakalpojums, €  1.81 ,"Reizniece-Ozola, Dana",Zaļo un Zemnieku Savienība,11/3/2019
Zaļo un Zemnieku savienība,Nauda," €  1,000.00 ","Reizniece-Ozola, Dana",Zaļo un Zemnieku Savienība,11/1/2018
Zaļo un Zemnieku savienība,Nauda, €  500.00 ,"Reizniece-Ozola, Dana",Zaļo un Zemnieku Savienība,10/5/2019
Zaļo un Zemnieku savienība,Nauda, €  200.00 ,"Reizniece-Ozola, Dana",Zaļo un Zemnieku Savienība,7/5/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  90.00 ,"Ribakovs, Ivans",Saskaņa,30/4/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  262.81 ,"Ribakovs, Ivans",Saskaņa,28/6/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  145.20 ,"Ribakovs, Ivans",Saskaņa,25/9/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  125.84 ,"Ribakovs, Ivans",Saskaņa,25/9/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  121.97 ,"Ribakovs, Ivans",Saskaņa,25/9/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  60.50 ,"Ribakovs, Ivans",Saskaņa,25/9/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  45.38 ,"Ribakovs, Ivans",Saskaņa,25/9/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  150.00 ,"Ribakovs, Ivans",Saskaņa,25/9/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  150.00 ,"Ribakovs, Ivans",Saskaņa,25/4/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  700.00 ,"Ribakovs, Ivans",Saskaņa,24/10/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Ribakovs, Ivans",Saskaņa,24/4/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Ribakovs, Ivans",Saskaņa,21/9/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  100.00 ,"Ribakovs, Ivans",Saskaņa,19/8/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  50.00 ,"Ribakovs, Ivans",Saskaņa,18/12/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  193.60 ,"Ribakovs, Ivans",Saskaņa,18/10/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  145.20 ,"Ribakovs, Ivans",Saskaņa,16/5/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  80.00 ,"Ribakovs, Ivans",Saskaņa,12/10/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  45.00 ,"Ribakovs, Ivans",Saskaņa,12/10/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  152.00 ,"Ribakovs, Ivans",Saskaņa,9/4/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Ribakovs, Ivans",Saskaņa,7/2/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  700.00 ,"Ribakovs, Ivans",Saskaņa,6/12/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  340.00 ,"Ribakovs, Ivans",Saskaņa,5/7/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  169.40 ,"Ribakovs, Ivans",Saskaņa,5/7/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  54.45 ,"Ribakovs, Ivans",Saskaņa,4/11/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  55.93 ,"Ribakovs, Ivans",Saskaņa,4/6/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  200.00 ,"Ribakovs, Ivans",Saskaņa,2/12/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  690.00 ,"Ribakovs, Ivans",Saskaņa,1/10/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  350.42 ,"Ribakovs, Ivans",Saskaņa,1/6/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  157.69 ,"Ribakovs, Ivans",Saskaņa,1/6/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  610.00 ,"Ribakovs, Ivans",Saskaņa,1/6/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Rībena, Inguna",Pie frakcijām nepiederošie deputāti,30/1/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Rībena, Inguna",Pie frakcijām nepiederošie deputāti,28/2/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  300.00 ,"Rībena, Inguna",Pie frakcijām nepiederošie deputāti,14/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Rībena, Inguna",Pie frakcijām nepiederošie deputāti,9/4/2018
Jaunā konservatīvā partija,Nauda," €  1,000.00 ","Riekstiņš, Sandis",JKP,31/8/2018
Jaunā konservatīvā partija,Nauda, €  50.00 ,"Riekstiņš, Sandis",JKP,27/11/2018
Jaunā konservatīvā partija,Nauda, €  45.00 ,"Riekstiņš, Sandis",JKP,26/6/2019
Jaunā konservatīvā partija,Nauda," €  1,000.00 ","Riekstiņš, Sandis",JKP,26/3/2018
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Riekstiņš, Sandis",JKP,21/11/2018
Jaunā konservatīvā partija,Nauda, €  30.00 ,"Riekstiņš, Sandis",JKP,19/7/2018
Jaunā konservatīvā partija,Nauda, €  45.00 ,"Riekstiņš, Sandis",JKP,18/12/2019
Jaunā konservatīvā partija,Nauda, €  80.00 ,"Riekstiņš, Sandis",JKP,16/7/2018
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Riekstiņš, Sandis",JKP,16/7/2018
Jaunā konservatīvā partija,Nauda, €  50.00 ,"Riekstiņš, Sandis",JKP,15/1/2018
Jaunā konservatīvā partija,Nauda, €  300.00 ,"Riekstiņš, Sandis",JKP,14/8/2018
Jaunā konservatīvā partija,Nauda, €  420.00 ,"Riekstiņš, Sandis",JKP,11/9/2018
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Riekstiņš, Sandis",JKP,8/10/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Riekstiņš, Sandis",JKP,8/7/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Riekstiņš, Sandis",JKP,8/5/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Riekstiņš, Sandis",JKP,8/4/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Riekstiņš, Sandis",JKP,7/8/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Riekstiņš, Sandis",JKP,6/12/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Riekstiņš, Sandis",JKP,6/12/2018
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Riekstiņš, Sandis",JKP,6/11/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Riekstiņš, Sandis",JKP,6/9/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Riekstiņš, Sandis",JKP,6/6/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Riekstiņš, Sandis",JKP,6/3/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Riekstiņš, Sandis",JKP,6/2/2019
Jaunā konservatīvā partija,Nauda, €  50.00 ,"Riekstiņš, Sandis",JKP,4/2/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  250.00 ,"Rubiks, Artūrs",Saskaņa,27/8/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  2,000.00 ","Rubiks, Artūrs",Saskaņa,19/4/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  249.00 ,"Rubiks, Artūrs",Saskaņa,18/9/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,500.00 ","Rubiks, Artūrs",Saskaņa,13/6/2018
